time,tls,phase,qi,qj,ai
465,B2,1,0,7,16
465,B2,2,48,18,96
465,B2,3,0,7,16
465,C1,0,149,19,288
465,C1,1,13,4,32
465,C1,2,150,19,192
465,C1,3,13,4,32
466,B2,0,69,19,162
466,B2,1,0,9,18
466,B2,2,49,19,108
466,B2,3,0,9,18
466,C1,0,152,18,306
466,C1,1,13,3,34
466,C1,2,155,18,204
466,C1,3,13,3,34
467,B1,0,98,146,26
467,B1,1,0,0,0
467,B1,2,83,181,26
467,B1,3,0,0,0
467,B2,0,66,19,180
467,B2,1,0,9,20
467,B2,2,53,19,120
467,B2,3,0,9,20
467,C1,0,149,16,324
467,C1,1,11,3,36
467,C1,2,155,16,216
467,C1,3,11,3,36
468,B2,0,69,26,198
468,B2,1,0,9,22
468,B2,2,56,23,132
468,B2,3,0,9,22
468,C1,0,144,16,342
468,C1,1,8,3,38
468,C1,2,152,16,228
468,C1,3,8,3,38
469,B2,0,72,25,216
469,B2,1,0,8,24
469,B2,2,57,23,144
469,B2,3,0,8,24
469,C1,0,142,12,360
469,C1,1,8,1,40
469,C1,2,156,12,240
469,C1,3,8,1,40
470,B2,0,69,27,234
470,B2,1,0,8,26
470,B2,2,56,24,156
470,B2,3,0,8,26
470,C1,0,136,16,378
470,C1,1,5,3,42
470,C1,2,153,16,252
470,C1,3,5,3,42
471,B0,0,47,27,18
471,B0,1,0,6,2
471,B0,2,26,19,12
471,B0,3,0,6,2
471,B2,0,78,29,252
471,B2,1,0,6,28
471,B2,2,59,25,168
471,B2,3,0,6,28
471,C1,0,131,18,396
471,C1,1,4,4,44
471,C1,2,153,18,264
471,C1,3,4,4,44
472,B0,0,47,27,36
472,B0,1,0,5,4
472,B0,2,30,19,24
472,B0,3,0,5,4
472,B2,0,75,30,270
472,B2,1,0,5,30
472,B2,2,64,25,180
472,B2,3,0,5,30
472,C1,0,131,21,414
472,C1,1,5,4,46
472,C1,2,154,21,276
472,C1,3,5,4,46
473,B0,0,44,27,54
473,B0,1,0,5,6
473,B0,2,31,19,36
473,B0,3,0,5,6
473,B2,0,77,32,288
473,B2,1,1,5,32
473,B2,2,67,26,192
473,B2,3,1,5,32
473,C1,0,121,19,432
473,C1,1,3,4,48
473,C1,2,153,19,288
473,C1,3,3,4,48
474,B0,0,50,27,72
474,B0,1,0,5,8
474,B0,2,37,19,48
474,B0,3,0,5,8
474,B2,0,81,31,306
474,B2,1,0,4,34
474,B2,2,66,26,204
474,B2,3,0,4,34
474,C1,0,122,16,450
474,C1,1,4,3,50
474,C1,2,154,16,300
474,C1,3,4,3,50
475,B0,0,51,28,90
475,B0,1,0,6,10
475,B0,2,40,20,60
475,B0,3,0,6,10
475,B2,0,75,25,324
475,B2,1,0,3,36
475,B2,2,67,22,216
475,B2,3,0,3,36
475,C1,0,121,14,468
475,C1,1,5,3,52
475,C1,2,156,14,312
475,C1,3,5,3,52
476,B0,0,51,28,108
476,B0,1,0,7,12
476,B0,2,44,20,72
476,B0,3,0,7,12
476,B2,0,81,29,342
476,B2,1,0,3,38
476,B2,2,66,25,228
476,B2,3,0,3,38
477,B0,0,57,28,126
477,B0,1,0,6,14
477,B0,2,49,20,84
477,B0,3,0,6,14
477,B2,0,82,29,360
477,B2,1,0,3,40
477,B2,2,66,25,240
477,B2,3,0,3,40
478,B0,0,52,28,144
478,B0,1,0,7,16
478,B0,2,48,20,96
478,B0,3,0,7,16
478,B2,0,78,28,378
478,B2,1,0,2,42
478,B2,2,68,24,252
478,B2,3,0,2,42
479,B0,0,55,30,162
479,B0,1,0,7,18
479,B0,2,49,21,108
479,B0,3,0,7,18
479,B2,0,79,29,396
479,B2,1,0,2,44
479,B2,2,67,25,264
479,B2,3,0,2,44
480,A1,0,70,30,18
480,A1,1,6,11,2
480,A1,2,27,29,12
480,A1,3,6,11,2
480,B0,0,49,32,180
480,B0,1,0,9,20
480,B0,2,50,23,120
480,B0,3,0,9,20
480,B2,0,76,27,414
480,B2,1,0,0,46
480,B2,2,67,23,276
480,B2,3,0,0,46
481,B0,0,55,29,198
481,B0,1,0,8,22
481,B0,2,56,20,132
481,B0,3,0,8,22
481,B2,0,76,27,432
481,B2,1,0,0,48
481,B2,2,68,23,288
481,B2,3,0,0,48
482,B0,0,54,25,216
482,B0,1,0,8,24
482,B0,2,60,18,144
482,B0,3,0,8,24
482,B1,0,84,177,26
482,B1,1,0,0,0
482,B1,2,121,190,26
482,B1,3,0,0,0
482,B2,0,76,27,450
482,B2,1,0,1,50
482,B2,2,67,24,300
482,B2,3,0,1,50
483,B0,0,57,27,234
483,B0,1,0,9,26
483,B0,2,61,20,156
483,B0,3,0,9,26
483,B1,0,90,178,52
483,B1,1,0,0,0
483,B1,2,123,191,52
483,B1,3,0,0,0
483,B2,0,76,22,468
483,B2,1,0,0,52
483,B2,2,67,21,312
483,B2,3,0,0,52
484,B0,0,55,27,252
484,B0,1,0,9,28
484,B0,2,62,20,168
484,B0,3,0,9,28
485,B0,0,55,29,270
485,B0,1,0,11,30
485,B0,2,62,22,180
485,B0,3,0,11,30
486,B0,0,63,33,288
486,B0,1,0,13,32
486,B0,2,69,25,192
486,B0,3,0,13,32
487,B0,0,63,35,306
487,B0,1,0,13,34
487,B0,2,73,27,204
487,B0,3,0,13,34
488,B0,0,68,38,324
488,B0,1,0,15,36
488,B0,2,77,30,216
488,B0,3,0,15,36
489,B0,0,70,41,342
489,B0,1,0,14,38
489,B0,2,78,32,228
489,B0,3,0,14,38
490,B0,0,67,46,360
490,B0,1,0,18,40
490,B0,2,81,37,240
490,B0,3,0,18,40
490,C1,0,143,24,18
490,C1,1,8,1,2
490,C1,2,159,23,12
490,C1,3,8,1,2
491,B0,0,64,48,378
491,B0,1,0,19,42
491,B0,2,84,40,252
491,B0,3,0,19,42
492,B0,0,60,50,396
492,B0,1,0,20,44
492,B0,2,84,42,264
492,B0,3,0,20,44
493,B0,0,67,54,414
493,B0,1,0,20,46
493,B0,2,87,46,276
493,B0,3,0,20,46
494,B0,0,70,52,432
494,B0,1,0,20,48
494,B0,2,87,44,288
494,B0,3,0,20,48
495,A1,0,58,46,18
495,A1,1,0,15,2
495,A1,2,32,44,12
495,A1,3,0,15,2
495,B0,0,70,53,450
495,B0,1,0,20,50
495,B0,2,87,45,300
495,B0,3,0,20,50
496,A1,0,51,42,36
496,A1,1,0,15,4
496,A1,2,32,42,24
496,A1,3,0,15,4
496,B0,0,75,54,468
496,B0,1,0,20,52
496,B0,2,90,45,312
496,B0,3,0,20,52
497,A1,0,55,44,54
497,A1,1,0,15,6
497,A1,2,35,43,36
497,A1,3,0,15,6
498,A1,0,53,40,72
498,A1,1,1,14,8
498,A1,2,37,40,48
498,A1,3,1,14,8
498,B1,0,194,205,26
498,B1,1,0,0,0
498,B1,2,172,201,26
498,B1,3,0,0,0
498,B2,0,57,34,18
498,B2,1,0,7,2
498,B2,2,79,34,12
498,B2,3,0,7,2
499,A1,0,51,42,90
499,A1,1,0,15,10
499,A1,2,39,42,60
499,A1,3,0,15,10
500,A1,0,51,44,108
500,A1,1,0,16,12
500,A1,2,43,44,72
500,A1,3,0,16,12
501,A1,0,57,46,126
501,A1,1,0,16,14
501,A1,2,47,45,84
501,A1,3,0,16,14
502,A1,0,55,49,144
502,A1,1,0,18,16
502,A1,2,50,48,96
502,A1,3,0,18,16
503,A1,0,51,48,162
503,A1,1,0,17,18
503,A1,2,50,48,108
503,A1,3,0,17,18
504,A1,0,59,50,180
504,A1,1,0,17,20
504,A1,2,50,48,120
504,A1,3,0,17,20
505,A1,0,58,51,198
505,A1,1,1,18,22
505,A1,2,55,50,132
505,A1,3,1,18,22
505,C1,0,139,29,18
505,C1,1,5,3,2
505,C1,2,101,28,12
505,C1,3,5,3,2
506,A1,0,55,53,216
506,A1,1,0,17,24
506,A1,2,54,51,144
506,A1,3,0,17,24
507,A1,0,48,55,234
507,A1,1,0,17,26
507,A1,2,60,52,156
507,A1,3,0,17,26
508,A1,0,54,54,252
508,A1,1,1,17,28
508,A1,2,62,51,168
508,A1,3,1,17,28
509,A1,0,56,53,270
509,A1,1,0,16,30
509,A1,2,64,50,180
509,A1,3,0,16,30
510,A1,0,54,56,288
510,A1,1,0,16,32
510,A1,2,62,51,192
510,A1,3,0,16,32
511,A1,0,61,60,306
511,A1,1,0,17,34
511,A1,2,65,54,204
511,A1,3,0,17,34
511,B0,0,77,59,18
511,B0,1,0,24,2
511,B0,2,91,50,12
511,B0,3,0,24,2
512,A1,0,68,57,324
512,A1,1,0,17,36
512,A1,2,71,51,216
512,A1,3,0,17,36
513,A1,0,62,60,342
513,A1,1,0,17,38
513,A1,2,74,53,228
513,A1,3,0,17,38
513,B1,0,185,159,26
513,B1,1,0,0,0
513,B1,2,216,169,26
513,B1,3,0,0,0
513,B2,0,77,31,18
513,B2,1,2,0,2
513,B2,2,31,30,12
513,B2,3,2,0,2
514,A1,0,72,65,360
514,A1,1,0,18,40
514,A1,2,74,57,240
514,A1,3,0,18,40
515,A1,0,66,66,378
515,A1,1,1,18,42
515,A1,2,75,57,252
515,A1,3,1,18,42
516,A1,0,73,68,396
516,A1,1,0,18,44
516,A1,2,77,58,264
516,A1,3,0,18,44
517,A1,0,76,74,414
517,A1,1,0,20,46
517,A1,2,80,64,276
517,A1,3,0,20,46
518,A1,0,76,76,432
518,A1,1,0,21,48
518,A1,2,83,65,288
518,A1,3,0,21,48
519,A1,0,77,80,450
519,A1,1,0,22,50
519,A1,2,83,68,300
519,A1,3,0,22,50
520,A1,0,67,81,468
520,A1,1,0,21,52
520,A1,2,86,69,312
520,A1,3,0,21,52
520,C1,0,136,39,18
520,C1,1,0,5,2
520,C1,2,72,39,12
520,C1,3,0,5,2
521,C1,0,132,42,36
521,C1,1,0,6,4
521,C1,2,71,42,24
521,C1,3,0,6,4
522,C1,0,130,43,54
522,C1,1,0,8,6
522,C1,2,71,43,36
522,C1,3,0,8,6
523,C1,0,136,44,72
523,C1,1,0,8,8
523,C1,2,68,44,48
523,C1,3,0,8,8
524,C1,0,135,44,90
524,C1,1,0,7,10
524,C1,2,68,44,60
524,C1,3,0,7,10
525,C1,0,136,46,108
525,C1,1,0,9,12
525,C1,2,72,46,72
525,C1,3,0,9,12
526,B0,0,87,73,18
526,B0,1,3,27,2
526,B0,2,53,59,12
526,B0,3,3,27,2
526,C1,0,137,46,126
526,C1,1,0,9,14
526,C1,2,71,46,84
526,C1,3,0,9,14
527,C1,0,137,46,144
527,C1,1,0,9,16
527,C1,2,69,46,96
527,C1,3,0,9,16
528,B1,0,214,141,26
528,B1,1,0,0,0
528,B1,2,289,164,26
528,B1,3,0,0,0
528,B2,0,80,39,18
528,B2,1,0,3,2
528,B2,2,39,36,12
528,B2,3,0,3,2
528,C1,0,137,47,162
528,C1,1,0,10,18
528,C1,2,69,47,108
528,C1,3,0,10,18
529,B1,0,221,144,52
529,B1,1,0,0,0
529,B1,2,287,168,52
529,B1,3,0,0,0
529,B2,0,80,38,36
529,B2,1,0,3,4
529,B2,2,41,36,24
529,B2,3,0,3,4
529,C1,0,137,48,180
529,C1,1,0,11,20
529,C1,2,72,48,120
529,C1,3,0,11,20
530,B1,0,216,149,78
530,B1,1,0,0,0
530,B1,2,278,173,78
530,B1,3,0,0,0
530,B2,0,77,36,54
530,B2,1,0,3,6
530,B2,2,43,35,36
530,B2,3,0,3,6
530,C1,0,132,47,198
530,C1,1,0,10,22
530,C1,2,76,47,132
530,C1,3,0,10,22
531,B1,0,223,149,104
531,B1,1,0,0,0
531,B1,2,277,174,104
531,B1,3,0,0,0
531,B2,0,74,39,72
531,B2,1,0,5,8
531,B2,2,46,37,48
531,B2,3,0,5,8
531,C1,0,129,48,216
531,C1,1,0,10,24
531,C1,2,80,47,144
531,C1,3,0,10,24
532,B1,0,219,156,130
532,B1,1,0,0,0
532,B1,2,272,181,130
532,B1,3,0,0,0
532,B2,0,78,34,90
532,B2,1,0,4,10
532,B2,2,47,34,60
532,B2,3,0,4,10
532,C1,0,127,47,234
532,C1,1,0,10,26
532,C1,2,84,47,156
532,C1,3,0,10,26
533,B1,0,221,155,156
533,B1,1,0,0,0
533,B1,2,276,180,156
533,B1,3,0,0,0
533,B2,0,79,38,108
533,B2,1,0,5,12
533,B2,2,54,36,72
533,B2,3,0,5,12
533,C1,0,125,50,252
533,C1,1,0,12,28
533,C1,2,84,49,168
533,C1,3,0,12,28
534,B1,0,222,158,182
534,B1,1,0,0,0
534,B1,2,274,185,182
534,B1,3,0,0,0
534,B2,0,79,36,126
534,B2,1,0,5,14
534,B2,2,55,35,84
534,B2,3,0,5,14
534,C1,0,126,48,270
534,C1,1,0,11,30
534,C1,2,90,48,180
534,C1,3,0,11,30
535,A1,0,94,70,18
535,A1,1,0,22,2
535,A1,2,104,62,12
535,A1,3,0,22,2
535,B1,0,224,157,208
535,B1,1,0,0,0
535,B1,2,280,183,208
535,B1,3,0,0,0
535,B2,0,72,37,144
535,B2,1,0,7,16
535,B2,2,58,37,96
535,B2,3,0,7,16
535,C1,0,124,51,288
535,C1,1,0,13,32
535,C1,2,87,50,192
535,C1,3,0,13,32
536,B1,0,230,156,234
536,B1,1,0,0,0
536,B1,2,287,181,234
536,B1,3,0,0,0
536,B2,0,78,41,162
536,B2,1,1,7,18
536,B2,2,60,39,108
536,B2,3,1,7,18
536,C1,0,128,52,306
536,C1,1,0,13,34
536,C1,2,87,51,204
536,C1,3,0,13,34
537,B1,0,231,162,260
537,B1,1,0,0,0
537,B1,2,291,185,260
537,B1,3,0,0,0
537,B2,0,75,40,180
537,B2,1,1,7,20
537,B2,2,64,38,120
537,B2,3,1,7,20
537,C1,0,122,54,324
537,C1,1,0,13,36
537,C1,2,92,52,216
537,C1,3,0,13,36
538,B1,0,242,160,286
538,B1,1,0,0,0
538,B1,2,298,183,286
538,B1,3,0,0,0
538,B2,0,80,41,198
538,B2,1,1,8,22
538,B2,2,66,41,132
538,B2,3,1,8,22
538,C1,0,124,53,342
538,C1,1,0,14,38
538,C1,2,95,52,228
538,C1,3,0,14,38
539,B1,0,241,161,312
539,B1,1,0,0,0
539,B1,2,301,183,312
539,B1,3,0,0,0
539,B2,0,80,41,216
539,B2,1,0,8,24
539,B2,2,67,40,144
539,B2,3,0,8,24
539,C1,0,120,54,360
539,C1,1,0,15,40
539,C1,2,95,53,240
539,C1,3,0,15,40
540,B1,0,242,161,338
540,B1,1,0,0,0
540,B1,2,307,181,338
540,B1,3,0,0,0
540,B2,0,80,41,234
540,B2,1,0,9,26
540,B2,2,69,40,156
540,B2,3,0,9,26
540,C1,0,121,54,378
540,C1,1,0,15,42
540,C1,2,96,53,252
540,C1,3,0,15,42
541,B0,0,77,92,18
541,B0,1,0,28,2
541,B0,2,34,73,12
541,B0,3,0,28,2
541,B1,0,245,161,364
541,B1,1,0,0,0
541,B1,2,305,180,364
541,B1,3,0,0,0
541,B2,0,84,41,252
541,B2,1,0,9,28
541,B2,2,70,41,168
541,B2,3,0,9,28
541,C1,0,126,54,396
541,C1,1,0,14,44
541,C1,2,95,53,264
541,C1,3,0,14,44
542,B0,0,80,93,36
542,B0,1,0,27,4
542,B0,2,35,74,24
542,B0,3,0,27,4
542,B1,0,249,163,390
542,B1,1,0,0,0
542,B1,2,309,178,390
542,B1,3,0,0,0
542,B2,0,84,40,270
542,B2,1,0,9,30
542,B2,2,76,40,180
542,B2,3,0,9,30
542,C1,0,131,56,414
542,C1,1,1,17,46
542,C1,2,94,55,276
542,C1,3,1,17,46
543,B0,0,84,94,54
543,B0,1,1,27,6
543,B0,2,36,74,36
543,B0,3,1,27,6
543,B1,0,248,160,416
543,B1,1,0,0,0
543,B1,2,307,174,416
543,B1,3,0,0,0
543,B2,0,85,42,288
543,B2,1,0,10,32
543,B2,2,76,41,192
543,B2,3,0,10,32
543,C1,0,134,52,432
543,C1,1,0,15,48
543,C1,2,92,52,288
543,C1,3,0,15,48
544,B0,0,87,93,72
544,B0,1,1,27,8
544,B0,2,37,73,48
544,B0,3,1,27,8
544,B1,0,249,162,442
544,B1,1,0,0,0
544,B1,2,309,173,442
544,B1,3,0,0,0
544,B2,0,86,42,306
544,B2,1,0,9,34
544,B2,2,79,42,204
544,B2,3,0,9,34
544,C1,0,132,55,450
544,C1,1,0,16,50
544,C1,2,90,54,300
544,C1,3,0,16,50
545,B0,0,87,94,90
545,B0,1,1,28,10
545,B0,2,41,75,60
545,B0,3,1,28,10
545,B1,0,256,165,468
545,B1,1,0,0,0
545,B1,2,312,175,468
545,B1,3,0,0,0
545,B2,0,89,42,324
545,B2,1,0,10,36
545,B2,2,79,42,216
545,B2,3,0,10,36
545,C1,0,137,55,468
545,C1,1,0,18,52
545,C1,2,95,55,312
545,C1,3,0,18,52
546,B0,0,91,100,108
546,B0,1,1,28,12
546,B0,2,44,79,72
546,B0,3,1,28,12
546,B1,0,265,167,494
546,B1,1,0,0,0
546,B1,2,302,175,494
546,B1,3,0,0,0
546,B2,0,93,45,342
546,B2,1,0,10,38
546,B2,2,82,44,228
546,B2,3,0,10,38
547,B0,0,89,96,126
547,B0,1,3,28,14
547,B0,2,50,77,84
547,B0,3,3,28,14
547,B1,0,265,171,520
547,B1,1,0,0,0
547,B1,2,300,179,520
547,B1,3,0,0,0
547,B2,0,97,46,360
547,B2,1,0,10,40
547,B2,2,82,45,240
547,B2,3,0,10,40
548,B0,0,92,97,144
548,B0,1,2,28,16
548,B0,2,52,77,96
548,B0,3,2,28,16
548,B1,0,265,173,546
548,B1,1,0,0,0
548,B1,2,303,179,546
548,B1,3,0,0,0
548,B2,0,101,47,378
548,B2,1,0,10,42
548,B2,2,85,45,252
548,B2,3,0,10,42
549,B0,0,91,96,162
549,B0,1,2,28,18
549,B0,2,53,77,108
549,B0,3,2,28,18
549,B1,0,267,175,572
549,B1,1,0,0,0
549,B1,2,300,181,572
549,B1,3,0,0,0
549,B2,0,98,48,396
549,B2,1,0,11,44
549,B2,2,85,46,264
549,B2,3,0,11,44
550,A1,0,125,80,18
550,A1,1,1,29,2
550,A1,2,50,71,12
550,A1,3,1,29,2
550,B0,0,91,96,180
550,B0,1,2,28,20
550,B0,2,57,77,120
550,B0,3,2,28,20
550,B1,0,272,176,598
550,B1,1,0,0,0
550,B1,2,295,179,598
550,B1,3,0,0,0
550,B2,0,98,52,414
550,B2,1,0,12,46
550,B2,2,85,49,276
550,B2,3,0,12,46
551,B0,0,96,97,198
551,B0,1,2,26,22
551,B0,2,61,78,132
551,B0,3,2,26,22
551,B1,0,277,181,624
551,B1,1,0,0,0
551,B1,2,299,186,624
551,B1,3,0,0,0
551,B2,0,105,51,432
551,B2,1,0,12,48
551,B2,2,85,49,288
551,B2,3,0,12,48
552,B0,0,98,95,216
552,B0,1,2,27,24
552,B0,2,61,76,144
552,B0,3,2,27,24
552,B1,0,276,181,650
552,B1,1,0,0,0
552,B1,2,301,183,650
552,B1,3,0,0,0
552,B2,0,108,56,450
552,B2,1,0,12,50
552,B2,2,88,52,300
552,B2,3,0,12,50
553,B0,0,103,95,234
553,B0,1,3,26,26
553,B0,2,66,76,156
553,B0,3,3,26,26
553,B1,0,277,184,676
553,B1,1,0,0,0
553,B1,2,291,183,676
553,B1,3,0,0,0
553,B2,0,115,57,468
553,B2,1,0,12,52
553,B2,2,91,52,312
553,B2,3,0,12,52
554,B0,0,103,99,252
554,B0,1,3,27,28
554,B0,2,67,79,168
554,B0,3,3,27,28
555,B0,0,103,97,270
555,B0,1,3,27,30
555,B0,2,70,78,180
555,B0,3,3,27,30
556,B0,0,110,98,288
556,B0,1,2,27,32
556,B0,2,69,79,192
556,B0,3,2,27,32
557,B0,0,106,99,306
557,B0,1,1,27,34
557,B0,2,71,80,204
557,B0,3,1,27,34
558,B0,0,110,98,324
558,B0,1,1,27,36
558,B0,2,71,79,216
558,B0,3,1,27,36
559,B0,0,113,101,342
559,B0,1,1,27,38
559,B0,2,74,81,228
559,B0,3,1,27,38
560,B0,0,115,101,360
560,B0,1,2,27,40
560,B0,2,78,81,240
560,B0,3,2,27,40
560,C1,0,146,59,18
560,C1,1,1,23,2
560,C1,2,135,57,12
560,C1,3,1,23,2
561,B0,0,116,102,378
561,B0,1,2,27,42
561,B0,2,78,82,252
561,B0,3,2,27,42
561,C1,0,144,57,36
561,C1,1,0,22,4
561,C1,2,136,55,24
561,C1,3,0,22,4
562,B0,0,123,105,396
562,B0,1,2,27,44
562,B0,2,84,84,264
562,B0,3,2,27,44
562,C1,0,145,61,54
562,C1,1,0,23,6
562,C1,2,134,58,36
562,C1,3,0,23,6
563,B0,0,127,108,414
563,B0,1,3,28,46
563,B0,2,88,86,276
563,B0,3,3,28,46
563,C1,0,145,61,72
563,C1,1,0,24,8
563,C1,2,138,58,48
563,C1,3,0,24,8
564,B0,0,128,108,432
564,B0,1,3,28,48
564,B0,2,88,86,288
564,B0,3,3,28,48
564,C1,0,145,62,90
564,C1,1,0,23,10
564,C1,2,135,58,60
564,C1,3,0,23,10
565,A1,0,128,70,18
565,A1,1,3,24,2
565,A1,2,42,61,12
565,A1,3,3,24,2
565,B0,0,131,108,450
565,B0,1,4,28,50
565,B0,2,92,86,300
565,B0,3,4,28,50
565,C1,0,142,62,108
565,C1,1,0,24,12
565,C1,2,135,58,72
565,C1,3,0,24,12
566,A1,0,130,71,36
566,A1,1,4,23,4
566,A1,2,47,60,24
566,A1,3,4,23,4
566,B0,0,132,108,468
566,B0,1,4,28,52
566,B0,2,92,86,312
566,B0,3,4,28,52
566,C1,0,142,65,126
566,C1,1,0,24,14
566,C1,2,136,60,84
566,C1,3,0,24,14
567,A1,0,131,65,54
567,A1,1,3,23,6
567,A1,2,43,56,36
567,A1,3,3,23,6
567,C1,0,143,64,144
567,C1,1,0,24,16
567,C1,2,138,59,96
567,C1,3,0,24,16
568,A1,0,139,65,72
568,A1,1,4,22,8
568,A1,2,44,55,48
568,A1,3,4,22,8
568,B1,0,303,221,26
568,B1,1,0,0,0
568,B1,2,245,216,26
568,B1,3,0,0,0
568,B2,0,120,69,18
568,B2,1,0,14,2
568,B2,2,97,60,12
568,B2,3,0,14,2
568,C1,0,147,63,162
568,C1,1,0,24,18
568,C1,2,139,58,108
568,C1,3,0,24,18
569,A1,0,141,61,90
569,A1,1,5,22,10
569,A1,2,43,52,60
569,A1,3,5,22,10
569,B2,0,126,67,36
569,B2,1,1,14,4
569,B2,2,101,59,24
569,B2,3,1,14,4
569,C1,0,147,64,180
569,C1,1,0,26,20
569,C1,2,143,59,120
569,C1,3,0,26,20
570,A1,0,135,68,108
570,A1,1,4,22,12
570,A1,2,43,56,72
570,A1,3,4,22,12
570,B2,0,126,69,54
570,B2,1,0,13,6
570,B2,2,100,60,36
570,B2,3,0,13,6
570,C1,0,147,61,198
570,C1,1,0,24,22
570,C1,2,145,56,132
570,C1,3,0,24,22
571,A1,0,136,65,126
571,A1,1,4,23,14
571,A1,2,46,55,84
571,A1,3,4,23,14
571,B2,0,126,67,72
571,B2,1,0,12,8
571,B2,2,101,58,48
571,B2,3,0,12,8
571,C1,0,147,60,216
571,C1,1,0,24,24
571,C1,2,145,55,144
571,C1,3,0,24,24
572,A1,0,141,69,144
572,A1,1,5,23,16
572,A1,2,52,58,96
572,A1,3,5,23,16
572,B2,0,124,63,90
572,B2,1,0,12,10
572,B2,2,101,56,60
572,B2,3,0,12,10
572,C1,0,147,57,234
572,C1,1,0,25,26
572,C1,2,149,54,156
572,C1,3,0,25,26
573,A1,0,144,71,162
573,A1,1,5,23,18
573,A1,2,52,60,108
573,A1,3,5,23,18
573,B2,0,117,61,108
573,B2,1,0,12,12
573,B2,2,101,55,72
573,B2,3,0,12,12
573,C1,0,147,58,252
573,C1,1,0,24,28
573,C1,2,149,54,168
573,C1,3,0,24,28
574,A1,0,144,73,180
574,A1,1,5,24,20
574,A1,2,56,61,120
574,A1,3,5,24,20
574,B2,0,124,63,126
574,B2,1,0,13,14
574,B2,2,102,56,84
574,B2,3,0,13,14
574,C1,0,143,57,270
574,C1,1,0,25,30
574,C1,2,150,55,180
574,C1,3,0,25,30
575,A1,0,144,75,198
575,A1,1,5,23,22
575,A1,2,60,62,132
575,A1,3,5,23,22
575,B2,0,125,65,144
575,B2,1,0,11,16
575,B2,2,102,56,96
575,B2,3,0,11,16
575,C1,0,143,57,288
575,C1,1,0,27,32
575,C1,2,151,55,192
575,C1,3,0,27,32
576,A1,0,146,72,216
576,A1,1,6,22,24
576,A1,2,63,60,144
576,A1,3,6,22,24
576,B2,0,123,62,162
576,B2,1,0,11,18
576,B2,2,102,55,108
576,B2,3,0,11,18
576,C1,0,144,60,306
576,C1,1,0,28,34
576,C1,2,151,58,204
576,C1,3,0,28,34
577,A1,0,146,73,234
577,A1,1,6,22,26
577,A1,2,64,61,156
577,A1,3,6,22,26
577,B2,0,121,60,180
577,B2,1,0,10,20
577,B2,2,102,53,120
577,B2,3,0,10,20
577,C1,0,147,58,324
577,C1,1,0,28,36
577,C1,2,152,56,216
577,C1,3,0,28,36
578,A1,0,143,72,252
578,A1,1,6,22,28
578,A1,2,68,59,168
578,A1,3,6,22,28
578,B2,0,116,66,198
578,B2,1,0,10,22
578,B2,2,102,56,132
578,B2,3,0,10,22
578,C1,0,147,58,342
578,C1,1,0,28,38
578,C1,2,152,56,228
578,C1,3,0,28,38
579,A1,0,146,75,270
579,A1,1,7,21,30
579,A1,2,70,60,180
579,A1,3,7,21,30
579,B2,0,119,67,216
579,B2,1,0,10,24
579,B2,2,102,57,144
579,B2,3,0,10,24
579,C1,0,147,62,360
579,C1,1,0,29,40
579,C1,2,152,57,240
579,C1,3,0,29,40
580,A1,0,150,74,288
580,A1,1,7,22,32
580,A1,2,73,60,192
580,A1,3,7,22,32
580,B2,0,116,69,234
580,B2,1,0,9,26
580,B2,2,102,57,156
580,B2,3,0,9,26
580,C1,0,147,60,378
580,C1,1,0,30,42
580,C1,2,152,56,252
580,C1,3,0,30,42
581,A1,0,152,80,306
581,A1,1,8,23,34
581,A1,2,82,63,204
581,A1,3,8,23,34
581,B0,0,139,88,18
581,B0,1,6,19,2
581,B0,2,98,66,12
581,B0,3,6,19,2
581,B2,0,119,68,252
581,B2,1,0,8,28
581,B2,2,102,56,168
581,B2,3,0,8,28
581,C1,0,147,61,396
581,C1,1,0,29,44
581,C1,2,152,56,264
581,C1,3,0,29,44
582,A1,0,150,83,324
582,A1,1,7,24,36
582,A1,2,80,66,216
582,A1,3,7,24,36
582,B0,0,139,86,36
582,B0,1,7,18,4
582,B0,2,99,64,24
582,B0,3,7,18,4
582,B2,0,124,69,270
582,B2,1,0,8,30
582,B2,2,102,57,180
582,B2,3,0,8,30
582,C1,0,147,62,414
582,C1,1,0,30,46
582,C1,2,152,57,276
582,C1,3,0,30,46
583,A1,0,150,83,342
583,A1,1,7,24,38
583,A1,2,80,67,228
583,A1,3,7,24,38
583,B0,0,140,84,54
583,B0,1,8,17,6
583,B0,2,103,62,36
583,B0,3,8,17,6
583,B1,0,229,254,26
583,B1,1,0,0,0
583,B1,2,257,257,26
583,B1,3,0,0,0
583,B2,0,124,71,288
583,B2,1,0,9,32
583,B2,2,105,58,192
583,B2,3,0,9,32
583,C1,0,143,66,432
583,C1,1,0,31,48
583,C1,2,152,60,288
583,C1,3,0,31,48
584,A1,0,152,84,360
584,A1,1,8,23,40
584,A1,2,87,67,240
584,A1,3,8,23,40
584,B0,0,134,87,72
584,B0,1,8,17,8
584,B0,2,103,63,48
584,B0,3,8,17,8
584,B2,0,127,69,306
584,B2,1,0,7,34
584,B2,2,105,56,204
584,B2,3,0,7,34
584,C1,0,143,66,450
584,C1,1,0,31,50
584,C1,2,152,60,300
584,C1,3,0,31,50
585,A1,0,150,75,378
585,A1,1,7,21,42
585,A1,2,83,62,252
585,A1,3,7,21,42
